id,name,change_name_to,region,city,address,latitude,longitude,courseType,holes,hole_count,is_public,membership_type,phone,website,difficulty,price_min,price_max,price_text,price_type,price_source,weekday_price_min,weekday_price_max,weekend_price_min,weekend_price_max,teescanner_used_search_term,teescanner_matched_title,candidate_region,candidate_subregion,teescanner_match_status,teescanner_review_action,teescanner_review_reason,suggested_change_name_to,needs_price_review,seo_aliases,search_keywords,tags,source,updatedAt
gc-0ab02fc6c813,서원밸리 골프장,,경기,파주시,경기도 파주시 광탄면 서원길 333,37.8157490998746,126.895247196106,회원제,18,18,,회원제,031-940-9400,http://www.seowongolf.co.kr/,,,,,,,,,,,,,,,,,,,false,서원밸리 골프장|서원밸리CC|서원밸리GC|서원밸리컨트리클럽|서원밸리골프클럽,서원밸리 골프장 서원밸리CC 서원밸리GC 서원밸리컨트리클럽 서원밸리골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-fabeaa53a815,서원힐스 골프장,,경기,파주시,경기도 파주시 광탄면 서원길 333,37.8157490998746,126.895247196106,대중제,27,27,,대중제,031-940-9400,http://www.seowongolf.co.kr/,,,,,,,,,,,,,,,,,,,false,서원힐스 골프장|서원힐스CC|서원힐스GC|서원힐스컨트리클럽|서원힐스골프클럽,서원힐스 골프장 서원힐스CC 서원힐스GC 서원힐스컨트리클럽 서원힐스골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-d5cd483c8c94,노스팜 컨트리클럽,,경기,파주시,경기도 파주시 광탄면 쇠장이길 265,37.7888580628362,126.91101554382,대중제,18,18,,대중제,031-950-6900,http://www.npcc.co.kr/,7.7,,,,,,,,,,,,,,,,,,false,노스팜 컨트리클럽|노스팜CC|노스팜GC|노스팜골프클럽|노스팜골프장,노스팜 컨트리클럽 노스팜CC 노스팜GC 노스팜골프클럽 노스팜골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-d0e431ff250c,스마트KU 골프 파빌리온,,경기,파주시,경기도 파주시 법원읍 보광로 1616,37.8285800785851,126.877596953566,대중제,27,27,,대중제,031-930-1600,http://kugolf.co.kr/,7.3,,,,,,,,,,,,,,,,,,false,스마트KU 골프 파빌리온|스마트KU 골프 파빌리온CC|스마트KU 골프 파빌리온GC|스마트KU 골프 파빌리온컨트리클럽|스마트KU 골프 파빌리온골프클럽|스마트KU 골프 파빌리온골프장,스마트KU 골프 파빌리온 스마트KU 골프 파빌리온CC 스마트KU 골프 파빌리온GC 스마트KU 골프 파빌리온컨트리클럽 스마트KU 골프 파빌리온골프클럽 스마트KU 골프 파빌리온골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-e04bb1d7bba9,남촌컨트리클럽,,경기,광주시,경기도 광주시 곤지암읍 부항길 135-38,37.3535860770814,127.413945844469,회원제,18,18,,회원제,031-769-0333,https://www.youtube.com/@NamchonGolfClub,2.1,,,,,,,,,,,,,,,,,,false,남촌컨트리클럽|남촌CC|남촌GC|남촌골프클럽|남촌골프장,남촌컨트리클럽 남촌CC 남촌GC 남촌골프클럽 남촌골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b37c66474de6,이스트밸리CC,,경기,광주시,경기도 광주시 곤지암읍 건업길 195,37.4058005976175,127.384660543938,회원제,27,27,,회원제,031-760-3800,http://www.eastvalley.co.kr/,2,,,,,,,,,,,,,,,,,,false,이스트밸리CC|이스트밸리GC|이스트밸리컨트리클럽|이스트밸리골프클럽|이스트밸리골프장,이스트밸리CC 이스트밸리GC 이스트밸리컨트리클럽 이스트밸리골프클럽 이스트밸리골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-bed5fc0dc1f2,그린힐 컨트리클럽,,경기,광주시,경기도 광주시 곤지암읍 내선길 176,37.3595254809028,127.42470873023,회원제,18,18,,회원제,031-799-8500,https://www.shinangolf.com/,4.4,,,,,,,,,,,,,,,,,,false,그린힐 컨트리클럽|그린힐CC|그린힐GC|그린힐골프클럽|그린힐골프장,그린힐 컨트리클럽 그린힐CC 그린힐GC 그린힐골프클럽 그린힐골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2fa514959418,강남300 컨트리클럽,,경기,광주시,경기도 광주시 새말길 353(목동),37.3869501969731,127.182381902422,회원제,18,18,,회원제,031-719-0300,https://www.instagram.com/kangnam300cc/,3.7,,,,,,,,,,,,,,,,,,false,강남300 컨트리클럽|강남300CC|강남300GC|강남300골프클럽|강남300골프장,강남300 컨트리클럽 강남300CC 강남300GC 강남300골프클럽 강남300골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-4cbc2f4feecc,로제비앙GC,,경기,광주시,경기 광주시 곤지암읍 오향리 156-1,37.3855718887826,127.373011089799,대중제,27,27,,대중제,031-799-6000,https://www.logebiengc.com/,8,,,,,,,,,,,,,,,,,,false,로제비앙GC|로제비앙CC|로제비앙컨트리클럽|로제비앙골프클럽|로제비앙골프장,로제비앙GC 로제비앙CC 로제비앙컨트리클럽 로제비앙골프클럽 로제비앙골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-14e8979016a9,곤지암GC,,경기,광주시,경기도 광주시 도척면 도척윗로 280,37.3332936402777,127.295447423946,회원제,18,18,,회원제,031-760-3556,https://www.konjiamgolfclub.co.kr/index.dev,,,,,,,,,,,,,,,,,,,false,곤지암GC|곤지암CC|곤지암컨트리클럽|곤지암골프클럽|곤지암골프장,곤지암GC 곤지암CC 곤지암컨트리클럽 곤지암골프클럽 곤지암골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-f28133275bb9,중부컨트리클럽,,경기,광주시,경기도 광주시 곤지암읍 경충대로 451,37.3382816386251,127.357428897444,회원제,18,18,,회원제,031-762-6588,https://hansol4222.tistory.com/1,,,,,,,,,,,,,,,,,,,false,중부컨트리클럽|중부CC|중부GC|중부골프클럽|중부골프장,중부컨트리클럽 중부CC 중부GC 중부골프클럽 중부골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-3c54aee76615,뉴서울컨트리클럽,,경기,광주시,경기도 광주시 삼지곡길 95(삼동),37.4252253615502,127.20953176314,회원제,36,36,,회원제,031-762-5672,https://www.newseoulgolf.co.kr,1.9,,,,,,,,,,,,,,,,,,false,뉴서울컨트리클럽|뉴서울CC|뉴서울GC|뉴서울골프클럽|뉴서울골프장,뉴서울컨트리클럽 뉴서울CC 뉴서울GC 뉴서울골프클럽 뉴서울골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-3e570fca0614,캐슬렉스골프클럽,,경기,하남시,경기도 하남시 감이로 317(감이동),37.4970187745443,127.169110033575,회원제,18,18,,회원제,064-793-6688,http://www.castlexseoul.com,3.5,,,,,,,,,,,,,,,,,,false,캐슬렉스골프클럽|캐슬렉스CC|캐슬렉스GC|캐슬렉스컨트리클럽|캐슬렉스골프장,캐슬렉스골프클럽 캐슬렉스CC 캐슬렉스GC 캐슬렉스컨트리클럽 캐슬렉스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-9944c1872c71,안양컨트리클럽,,경기,군포시,경기도 군포시 군포로364(부곡동),37.3394048025688,126.939288363083,회원제,18,18,,회원제,031-460-3301,https://www.benestgolf.com,,,,,,,,,,,,,,,,,,,false,안양컨트리클럽|안양CC|안양GC|안양골프클럽|안양골프장,안양컨트리클럽 안양CC 안양GC 안양골프클럽 안양골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-9bb0cbe01084,송추 컨트리클럽,,경기,양주시,경기도 양주시 광적면 쇠장이길 435,37.7932070318248,126.910459002129,회원제,18,18,,회원제,031-871-9410,http://www.songchoo.co.kr/,,,,,,,,,,,,,,,,,,,false,송추 컨트리클럽|송추CC|송추GC|송추골프클럽|송추골프장,송추 컨트리클럽 송추CC 송추GC 송추골프클럽 송추골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-82563fee9804,에이치원 클럽,,경기,이천시,경기도 이천시 호법면 장자터로 115,37.1882506916944,127.402626361033,회원제,18,18,,회원제,031-640-8114,http://www.h1club.co.kr,3.5,280000,310000,티스캐너 예약가 기준 280000~310000원,,,,,,,,,,,,,,,false,에이치원 클럽|에이치원 클럽CC|에이치원 클럽GC|에이치원 클럽컨트리클럽|에이치원 클럽골프클럽|에이치원 클럽골프장,에이치원 클럽 에이치원 클럽CC 에이치원 클럽GC 에이치원 클럽컨트리클럽 에이치원 클럽골프클럽 에이치원 클럽골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-eb40a22304aa,뉴스프링빌골프장,,경기,이천시,경기도 이천시 모가면 사실로 527번길 158,37.1542685904751,127.431405094081,회원제,36,36,,회원제,031-630-7500,http://www.newspringvillecc.co.kr/,1.7,,,,,,,,,,,,,,,,,,false,뉴스프링빌골프장|뉴스프링빌CC|뉴스프링빌GC|뉴스프링빌컨트리클럽|뉴스프링빌골프클럽,뉴스프링빌골프장 뉴스프링빌CC 뉴스프링빌GC 뉴스프링빌컨트리클럽 뉴스프링빌골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-b046571c4182,더반 골프클럽,더반GC,경기,이천시,경기도 이천시 대월면 대월로 627-141,37.2092449728206,127.492204112019,대중제,9,9,,대중제,031-645-6100,http://www.theban.co.kr/,5.5,,,,,,,,,,,,,,,,,,false,더반GC|더반CC|더반컨트리클럽|더반골프클럽|더반골프장,더반GC 더반CC 더반컨트리클럽 더반골프클럽 더반골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-085e92730123,웰링턴컨트리클럽,,경기,이천시,경기도 이천시 모가면 사실로 725번길 119-73,37.1711213231586,127.418968520644,회원제,27,27,,회원제,031-645-1800,https://youtu.be/hoLzH1revMg?si=ABzG-AaOjwdkjD6R,2.6,,,,,,,,,,,,,,,,,,false,웰링턴컨트리클럽|웰링턴CC|웰링턴GC|웰링턴골프클럽|웰링턴골프장,웰링턴컨트리클럽 웰링턴CC 웰링턴GC 웰링턴골프클럽 웰링턴골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-d76bd69feda5,더크로스비골프클럽,,경기,이천시,경기도 이천시 호법면 중부대로798번길 177,37.2339122073526,127.41109216876,대중제,27,27,,대중제,031-730-8600,http://www.thecrosbygc.co.kr,3.8,250000,280000,티스캐너 예약가 기준 250000~280000원,,,,,,,,,,,,,,,false,더크로스비골프클럽|더크로스비CC|더크로스비GC|더크로스비컨트리클럽|더크로스비골프장,더크로스비골프클럽 더크로스비CC 더크로스비GC 더크로스비컨트리클럽 더크로스비골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-152613ee89f3,골프클럽Q,,경기,안성시,경기도 안성시 죽산면 장계길 20-229,37.0468242865336,127.389582749216,대중제,18,18,,대중제,031-8046-7000,http://www.golfclubq.com,8.9,200000,250000,티스캐너 예약가 기준 200000~250000원,,,,,,,,,,,,,,,false,골프클럽Q|골프클럽QCC|골프클럽QGC|골프클럽Q컨트리클럽|골프클럽Q골프클럽|골프클럽Q골프장,골프클럽Q 골프클럽QCC 골프클럽QGC 골프클럽Q컨트리클럽 골프클럽Q골프클럽 골프클럽Q골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-0151ec2b5b3a,마에스트로 CC,,경기,안성시,경기도 안성시 양성면 안성맞춤대로 2134-36,37.1021784370267,127.258022875352,대중제,18,18,,대중제,031-8046-1000,http://www.maestrocc.co.kr/,8.8,220000,230000,티스캐너 예약가 기준 220000~230000원,,,,,,,,,,,,,,,false,마에스트로 CC|마에스트로GC|마에스트로컨트리클럽|마에스트로골프클럽|마에스트로골프장,마에스트로 CC 마에스트로GC 마에스트로컨트리클럽 마에스트로골프클럽 마에스트로골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-2c8ffe1e182d,신안컨트리클럽,,경기,안성시,경기도 안성시 고삼면 개울말길 149,37.0927595447355,127.25442201867,회원제,18,18,,회원제,031-8046-0777,https://www.shinangolf.com/,5.4,,,,,,,,,,,,,,,,,,false,신안컨트리클럽|신안CC|신안GC|신안골프클럽|신안골프장,신안컨트리클럽 신안CC 신안GC 신안골프클럽 신안골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-a026faeee8ac,윈체스트 골프클럽 대중,,경기,안성시,경기도 안성시 서운면 오촌길 97-31,36.9595879439075,127.281860567298,대중제,18,18,,대중제,031-671-7909,https://pf.kakao.com/_xhyTxgn,,,,,,,,,,,,,,,,,,,false,윈체스트 골프클럽 대중|윈체스트 골프클럽 대중CC|윈체스트 골프클럽 대중GC|윈체스트 골프클럽 대중컨트리클럽|윈체스트 골프클럽 대중골프클럽|윈체스트 골프클럽 대중골프장,윈체스트 골프클럽 대중 윈체스트 골프클럽 대중CC 윈체스트 골프클럽 대중GC 윈체스트 골프클럽 대중컨트리클럽 윈체스트 골프클럽 대중골프클럽 윈체스트 골프클럽 대중골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5062dbcbfa1c,포웰CC 안성,,경기,안성시,경기도 안성시 양성면 약산길 67-6,37.1175038882089,127.261523658546,대중제,18,18,,대중제,031-612-6000,http://as.4wellcc.com/,8.7,120000,170000,티스캐너 예약가 기준 120000~170000원,,,,,,,,,,,,,,,false,포웰CC 안성|포웰CC 안성CC|포웰CC 안성GC|포웰CC 안성컨트리클럽|포웰CC 안성골프클럽|포웰CC 안성골프장,포웰CC 안성 포웰CC 안성CC 포웰CC 안성GC 포웰CC 안성컨트리클럽 포웰CC 안성골프클럽 포웰CC 안성골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-16fca0551d98,한림안성,,경기,안성시,경기도 안성시 양성면 양성로 349-61,37.0852223122103,127.200640109728,대중제,9,9,,대중제,031-671-7153,http://www.hanlimgolf.co.kr/,9.8,90000,170000,티스캐너 예약가 기준 90000~170000원,,,,,,,,,,,,,,,false,한림안성|한림안성CC|한림안성GC|한림안성컨트리클럽|한림안성골프클럽|한림안성골프장,한림안성 한림안성CC 한림안성GC 한림안성컨트리클럽 한림안성골프클럽 한림안성골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5495f8d48bf7,에덴블루 컨트리클럽,,경기,안성시,경기도 안성시 죽산면 녹배길 175,37.0599504972085,127.380537654302,대중제,27,27,,대중제,031-678-7000,http://www.edenblue.co.kr/,9.4,209000,229000,티스캐너 예약가 기준 209000~229000원,,,,,,,,,,,,,,,false,에덴블루 컨트리클럽|에덴블루CC|에덴블루GC|에덴블루골프클럽|에덴블루골프장,에덴블루 컨트리클럽 에덴블루CC 에덴블루GC 에덴블루골프클럽 에덴블루골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-1f3e33adbac2,이글몬트CC,,경기,안성시,경기도 안성시 보개면 보삼로 106,37.0916860319311,127.33016456169,대중제,27,27,,대중제,031-288-0900,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=64,8.7,160000,260000,티스캐너 예약가 기준 160000~260000원,,,,,,,,,,,,,,,false,이글몬트CC|이글몬트GC|이글몬트컨트리클럽|이글몬트골프클럽|이글몬트골프장,이글몬트CC 이글몬트GC 이글몬트컨트리클럽 이글몬트골프클럽 이글몬트골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b46ed64b80b6,필로스 골프클럽,,경기,포천시,경기도 포천시 일동면 운악청계로 1507,37.9332321023118,127.333863948104,대중제,27,27,,대중제,031-539-8900,http://www.philosgc.com/,7.5,160000,180000,티스캐너 예약가 기준 160000~180000원,,,,,,,,,,,,,,,false,필로스 골프클럽|필로스CC|필로스GC|필로스컨트리클럽|필로스골프장,필로스 골프클럽 필로스CC 필로스GC 필로스컨트리클럽 필로스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-02352ab50684,일동레이크 골프클럽,,경기,포천시,경기도 포천시 일동면 화동로 738,37.9264650825377,127.325012078319,회원제,18,18,,회원제,031-539-5900,http://www.ildonglakes.co.kr/,5,,,,,,,,,,,,,,,,,,false,일동레이크 골프클럽|일동레이크CC|일동레이크GC|일동레이크컨트리클럽|일동레이크골프장,일동레이크 골프클럽 일동레이크CC 일동레이크GC 일동레이크컨트리클럽 일동레이크골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-f2158c0fa417,푸른솔 골프클럽 포천,,경기,포천시,경기도 포천시 가산면 금우로276,37.8414254659181,127.234742117735,대중제,27,27,,대중제,031-850-3000,https://www.purunsol.co.kr/,9.5,,,,,,,,,,,,,,,,,,false,푸른솔 골프클럽 포천|푸른솔 골프클럽 포천CC|푸른솔 골프클럽 포천GC|푸른솔 골프클럽 포천컨트리클럽|푸른솔 골프클럽 포천골프클럽|푸른솔 골프클럽 포천골프장,푸른솔 골프클럽 포천 푸른솔 골프클럽 포천CC 푸른솔 골프클럽 포천GC 푸른솔 골프클럽 포천컨트리클럽 푸른솔 골프클럽 포천골프클럽 푸른솔 골프클럽 포천골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-564e2ae6067a,포천힐스 컨트리클럽,,경기,포천시,경기도 포천시 군내면 반월산성로 375번길 34,37.886412480582,127.230709816214,대중제,27,27,,대중제,031-538-7000,http://www.fortunehills.co.kr/,8.6,,,,,,,,,,,,,,,,,,false,포천힐스 컨트리클럽|포천힐스CC|포천힐스GC|포천힐스골프클럽|포천힐스골프장,포천힐스 컨트리클럽 포천힐스CC 포천힐스GC 포천힐스골프클럽 포천힐스골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b7fd5ee009ca,포레스트힐 컨트리클럽,,경기,포천시,경기도 포천시 화현면 봉화로 253,37.8731490235485,127.276009090634,대중제,24,24,,대중제,031-530-8000,http://www.foresthill.kr/,9.3,110000,195000,티스캐너 예약가 기준 110000~195000원,,,,,,,,,,,,,,,false,포레스트힐 컨트리클럽|포레스트힐CC|포레스트힐GC|포레스트힐골프클럽|포레스트힐골프장,포레스트힐 컨트리클럽 포레스트힐CC 포레스트힐GC 포레스트힐골프클럽 포레스트힐골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7c76a7546834,샴발라 컨트리클럽,,경기,포천시,경기도 포천시 군내면 청군로 2856-93,37.8715019549309,127.255307204316,대중제,18,18,,대중제,031-535-5045,http://www.shambhalacc.co.kr,9.4,150000,150000,티스캐너 예약가 기준 150000원,,,,,,,,,,,,,,,false,샴발라 컨트리클럽|샴발라CC|샴발라GC|샴발라골프클럽|샴발라골프장,샴발라 컨트리클럽 샴발라CC 샴발라GC 샴발라골프클럽 샴발라골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-81ecacc0ae41,라싸 골프클럽,라싸GC,경기,포천시,경기도 포천시 이동면 제비울2길 161,37.99572279655,127.385961386318,대중제,27,27,,대중제,031-538-0600,http://www.lassagc.com,9.8,,,,,,,,,,,,,,,,,,false,라싸GC|라싸CC|라싸컨트리클럽|라싸골프클럽|라싸골프장,라싸GC 라싸CC 라싸컨트리클럽 라싸골프클럽 라싸골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7ef394db717b,힐마루 골프앤리조트 포천,힐마루 골프앤리조트 포천,경기,포천시,경기도 포천시 영중면 금화봉 4길 77-1,37.9909689606756,127.224976213855,대중제,45,45,,대중제,1899-5800,https://pocheon.hillmaru.com/,6.7,,,,,,,,,,,,,,,,,,false,힐마루 골프앤리조트 포천|힐마루 골프앤리조트 포천CC|힐마루 골프앤리조트 포천GC|힐마루 골프앤리조트 포천컨트리클럽|힐마루 골프앤리조트 포천골프클럽|힐마루 골프앤리조트 포천골프장,힐마루 골프앤리조트 포천 힐마루 골프앤리조트 포천CC 힐마루 골프앤리조트 포천GC 힐마루 골프앤리조트 포천컨트리클럽 힐마루 골프앤리조트 포천골프클럽 힐마루 골프앤리조트 포천골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-5ca66aa29c0b,양평TPC GC,,경기,양평군,경기도 양평군 지평면 대평평장길 113-8,37.413668994346,127.639814572236,대중제,27,27,,대중제,031-772-3000,http://www.tpcgolf.co.kr/,6.8,160000,240000,티스캐너 예약가 기준 160000~240000원,,,,,,,,,,,,,,,false,양평TPC GC|양평TPCCC|양평TPC컨트리클럽|양평TPC골프클럽|양평TPC골프장,양평TPC GC 양평TPCCC 양평TPC컨트리클럽 양평TPC골프클럽 양평TPC골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-88f7a6754606,YJC골프클럽,,경기,여주시,경기도 여주시 월평로 78,37.278546085351,127.602624993789,회원제,27,27,,회원제,031-883-7000,http://www.yeojuclassic.co.kr/,2.3,240000,270000,티스캐너 예약가 기준 240000~270000원,,,,,,,,,,,,,,,false,YJC골프클럽|YJCCC|YJCGC|YJC컨트리클럽|YJC골프장,YJC골프클럽 YJCCC YJCGC YJC컨트리클럽 YJC골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-7e1dadf46eaa,소피아그린,,경기,여주시,경기도 여주시 점동면 소피아그린길 84,37.1717624693416,127.701434722273,대중제,27,27,,대중제,031-887-8100,http://www.sophiagreen.co.kr/,5.1,190000,220000,티스캐너 예약가 기준 190000~220000원,,,,,,,,,,,,,,,false,소피아그린|소피아그린CC|소피아그린GC|소피아그린컨트리클럽|소피아그린골프클럽|소피아그린골프장,소피아그린 소피아그린CC 소피아그린GC 소피아그린컨트리클럽 소피아그린골프클럽 소피아그린골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b55900a1fcf9,솔모로골프장,,경기,여주시,경기도 여주시 가남읍 솔모로그린길 171,37.1920122274856,127.588336195624,회원제,36,36,,회원제,031-884-7000,http://www.solmoro.com/,5.3,,,,,,,,,,,,,,,,,,false,솔모로골프장|솔모로CC|솔모로GC|솔모로컨트리클럽|솔모로골프클럽,솔모로골프장 솔모로CC 솔모로GC 솔모로컨트리클럽 솔모로골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-c0e3c44b953c,아리지 골프장,,경기,여주시,경기도 여주시 가남읍 아리지그린길 68,37.2116040297241,127.602218134271,대중제,27,27,,대중제,031-887-5678,http://www.ariji.co.kr/,4.3,210000,250000,티스캐너 예약가 기준 210000~250000원,,,,,,,,,,,,,,,false,아리지 골프장|아리지CC|아리지GC|아리지컨트리클럽|아리지골프클럽,아리지 골프장 아리지CC 아리지GC 아리지컨트리클럽 아리지골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-75ecca302d46,이포골프장,,경기,여주시,경기도 여주시 금사면 장흥로 416,37.3924777716886,127.497457573878,회원제,18,18,,회원제,031-886-8100,https://www.ipocc.com/,4.7,,,,,,,,,,,,,,,,,,false,이포골프장|이포CC|이포GC|이포컨트리클럽|이포골프클럽,이포골프장 이포CC 이포GC 이포컨트리클럽 이포골프클럽,{},public_data,2026-06-18T01:00:04.006Z
gc-d388a17be449,신라컨트리클럽,,경기,여주시,경기도 여주시 북내면 신라그린길 84,37.358100734042,127.691896053855,대중제,27,27,,대중제,031-886-3030,https://www.onetheclub.com,7.9,170000,210000,티스캐너 예약가 기준 170000~210000원,,,,,,,,,,,,,,,false,신라컨트리클럽|신라CC|신라GC|신라골프클럽|신라골프장,신라컨트리클럽 신라CC 신라GC 신라골프클럽 신라골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-c6db7aa6cbe6,해슬리나인브릿지 컨트리클럽,,경기,여주시,경기도 여주시 명품1로 76,37.2580290076329,127.616562294831,회원제,18,18,,회원제,031-887-9999,http://www.haesley.com/,,,,,,,,,,,,,,,,,,,false,해슬리나인브릿지 컨트리클럽|해슬리나인브릿지CC|해슬리나인브릿지GC|해슬리나인브릿지골프클럽|해슬리나인브릿지골프장,해슬리나인브릿지 컨트리클럽 해슬리나인브릿지CC 해슬리나인브릿지GC 해슬리나인브릿지골프클럽 해슬리나인브릿지골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-30fa81244c96,세라지오GC,,경기,여주시,경기도 여주시 여양로 530,37.3290253826025,127.656093393689,대중제,18,18,,대중제,031-887-8700,https://thesiena.co.kr/content/velluto,6.2,,,,,,,,,,,,,,,,,,false,세라지오GC|세라지오CC|세라지오컨트리클럽|세라지오골프클럽|세라지오골프장,세라지오GC 세라지오CC 세라지오컨트리클럽 세라지오골프클럽 세라지오골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-13ed08c1c42b,360도 컨트리클럽,,경기,여주시,경기도 여주시 강천면 부평로 609,37.3025719696415,127.73931898398,대중제,18,18,,대중제,031-880-3600,http://www.360cc.co.kr/,9.8,,,,,,,,,,,,,,,,,,false,360도 컨트리클럽|360도CC|360도GC|360도골프클럽|360도골프장,360도 컨트리클럽 360도CC 360도GC 360도골프클럽 360도골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-417ae947fa4c,여주썬밸리 컨트리클럽,,경기,여주시,경기도 여주시 강천면 강문로 872,37.2716050291563,127.733978633871,대중제,9,9,,대중제,031-887-5300,https://www.sunvalley.co.kr/yeoju/golf/intro,8.2,,,,,,,,,,,,,,,,,,false,여주썬밸리 컨트리클럽|여주썬밸리CC|여주썬밸리GC|여주썬밸리골프클럽|여주썬밸리골프장,여주썬밸리 컨트리클럽 여주썬밸리CC 여주썬밸리GC 여주썬밸리골프클럽 여주썬밸리골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-bd3f6011928e,페럼클럽,,경기,여주시,경기도 여주시 점동면 점동로 181,37.2055142816242,127.69071303361,대중제,18,18,,대중제,031-887-7000,http://www.ferrumclub.com/,8.8,235000,275000,티스캐너 예약가 기준 235000~275000원,,,,,,,,,,,,,,,false,페럼클럽|페럼클럽CC|페럼클럽GC|페럼클럽컨트리클럽|페럼클럽골프클럽|페럼클럽골프장,페럼클럽 페럼클럽CC 페럼클럽GC 페럼클럽컨트리클럽 페럼클럽골프클럽 페럼클럽골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-41b908991867,ROUTE52CC,루트52CC,경기,여주시,경기도 여주시 북내면 중암1길 36,37.350234298327,127.720137845936,대중제,18,18,,대중제,031-882-0052,http://www.route52cc.com,9.2,70000,200000,티스캐너 예약가 기준 70000~200000원,,,,,,,,,,,,,,,false,루트52CC|루트52GC|루트52컨트리클럽|루트52골프클럽|루트52골프장,루트52CC 루트52GC 루트52컨트리클럽 루트52골프클럽 루트52골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-79abd327c051,티클라우드컨트리클럽,,경기,동두천시,경기도 동두천시 평화로 3202,37.9677965712269,127.089243801491,회원제,18,18,,회원제,031-869-7777,http://www.teecloud.co.kr/,6.6,,,,,,,,,,,,,,,,,,false,티클라우드컨트리클럽|티클라우드CC|티클라우드GC|티클라우드골프클럽|티클라우드골프장,티클라우드컨트리클럽 티클라우드CC 티클라우드GC 티클라우드골프클럽 티클라우드골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-14a40331e62c,마이다스밸리 청평 골프클럽,,경기,가평군,경기도 가평군 설악면 다락재로 73-111,37.6657763485634,127.458696923265,회원제,18,18,,회원제,031-589-9000,http://www.midasgolf.co.kr/,4.4,,,,,,,,,,,,,,,,,,false,마이다스밸리 청평 골프클럽|마이다스밸리 청평CC|마이다스밸리 청평GC|마이다스밸리 청평컨트리클럽|마이다스밸리 청평골프장,마이다스밸리 청평 골프클럽 마이다스밸리 청평CC 마이다스밸리 청평GC 마이다스밸리 청평컨트리클럽 마이다스밸리 청평골프장,{},public_data,2026-06-18T01:00:04.006Z
gc-b4f940680084,프리스틴밸리 골프클럽,,경기,가평군,경기도 가평군 설악면 유명로 1243-199,37.6607471218653,127.456395141719,회원제,18,18,,회원제,031-589-2000,http://www.pristinevalley.co.kr/,,,,,,,,,,,,,,,,,,,false,프리스틴밸리 골프클럽|프리스틴밸리CC|프리스틴밸리GC|프리스틴밸리컨트리클럽|프리스틴밸리골프장,프리스틴밸리 골프클럽 프리스틴밸리CC 프리스틴밸리GC 프리스틴밸리컨트리클럽 프리스틴밸리골프장,{},public_data,2026-06-18T01:00:04.006Z
