id,name,change_name_to,address,phone,homepage_url,price_text,price_min,price_max,price_type,difficulty,avg_score,source_url,confidence,needs_check,note,teescanner_matched_title,teescanner_matched_region,teescanner_weekday_price_min,teescanner_weekday_price_max,teescanner_weekend_price_min,teescanner_weekend_price_max,teescanner_overall_price_min,teescanner_overall_price_max,teescanner_success_day_count,teescanner_no_price_day_count,teescanner_manual_review_count,teescanner_accept_price_day_count,teescanner_price_scope_summary,teescanner_review_action,teescanner_detail_url,teescanner_last_collected_at,teescanner_source_name
gc-d5533edff8e8,아세코밸리골프클럽,,경기도 시흥시 마전로 307 (거모동),031-488-8000,https://www.asecovalley.co.kr/,"참고 요금 평일 80,000원~90,000원 / 주말 110,000원~140,000원",80000,140000,reservation_reference,4.5,91,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EC%84%B8%EC%BD%94%EB%B0%B8%EB%A6%AC%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,아세코밸리(P),경기남부 > 시흥,80000,90000,110000,140000,80000,140000,2,1,3,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=617&roundDay=2026-07-05&entry_path=SC,2026-06-26T13:25:07.088Z,teescanner
gc-962dc7cafd46,서서울 컨트리클럽,,경기도 파주시 광탄면 혜음로 324,031-943-0040,http://www.seoseoul.co.kr/,,,,unknown,5.9,92,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%84%9C%EC%9A%B8%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,2,2,0,,manual_review,,2026-06-26T13:29:02.193Z,teescanner
gc-0ab02fc6c813,서원밸리 골프장,,경기도 파주시 광탄면 서원길 333,031-940-9400,http://www.seowongolf.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9B%90%EB%B0%B8%EB%A6%AC%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,,서원밸리,경기북부 > 파주,,,,,,,0,3,3,0,loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=193&roundDay=2026-07-05&entry_path=SC,2026-06-26T13:34:04.071Z,teescanner
gc-fabeaa53a815,서원힐스 골프장,,경기도 파주시 광탄면 서원길 333,031-940-9400,http://www.seowongolf.co.kr/,"참고 요금 평일 160,000원~170,000원 / 주말 160,000원~230,000원",160000,230000,reservation_reference,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%84%9C%EC%9B%90%ED%9E%90%EC%8A%A4%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,서원힐스(P),경기북부 > 파주,160000,170000,160000,230000,160000,230000,2,1,3,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=444&roundDay=2026-07-05&entry_path=SC,2026-06-26T13:39:05.175Z,teescanner
gc-d5cd483c8c94,노스팜 컨트리클럽,,경기도 파주시 광탄면 쇠장이길 265,031-950-6900,http://www.npcc.co.kr/,"참고 요금 평일 120,000원~160,000원 / 주말 170,000원~220,000원",120000,220000,reservation_reference,7.7,93,https://search.naver.com/search.naver?where=nexearch&query=%EB%85%B8%EC%8A%A4%ED%8C%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,노스팜(P),경기북부 > 파주,120000,160000,170000,220000,120000,220000,2,1,3,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=432&roundDay=2026-07-05&entry_path=SC,2026-06-26T13:44:06.819Z,teescanner
gc-d0e431ff250c,스마트KU 골프 파빌리온,,경기도 파주시 법원읍 보광로 1616,031-930-1600,http://kugolf.co.kr/,,,,unknown,7.3,93,https://search.naver.com/search.naver?where=nexearch&query=%EC%8A%A4%EB%A7%88%ED%8A%B8KU%20%EA%B3%A8%ED%94%84%20%ED%8C%8C%EB%B9%8C%EB%A6%AC%EC%98%A8,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:08:44.247Z,teescanner
gc-e04bb1d7bba9,남촌컨트리클럽,,경기도 광주시 곤지암읍 부항길 135-38,031-769-0333,https://www.youtube.com/@NamchonGolfClub,,,,unknown,2.1,89,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B4%8C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:12:24.255Z,teescanner
gc-b37c66474de6,이스트밸리CC,,경기도 광주시 곤지암읍 건업길 195,031-760-3800,http://www.eastvalley.co.kr/,,,,unknown,2,89,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%8A%A4%ED%8A%B8%EB%B0%B8%EB%A6%ACCC,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:16:09.942Z,teescanner
gc-bed5fc0dc1f2,그린힐 컨트리클럽,,경기도 광주시 곤지암읍 내선길 176,031-799-8500,https://www.shinangolf.com/,,,,unknown,4.4,91,https://search.naver.com/search.naver?where=nexearch&query=%EA%B7%B8%EB%A6%B0%ED%9E%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:19:49.443Z,teescanner
gc-2fa514959418,강남300 컨트리클럽,,경기도 광주시 새말길 353(목동),031-719-0300,https://www.instagram.com/kangnam300cc/,"참고 요금 평일 150,000원~200,000원 / 주말 150,000원~280,000원",150000,280000,reservation_reference,3.7,91,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%95%EB%82%A8300%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,강남,경기남부 > 광주,150000,200000,150000,280000,150000,280000,2,0,1,1,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=314&roundDay=2026-07-05&entry_path=SC,2026-06-26T14:25:00.069Z,teescanner
gc-4cbc2f4feecc,로제비앙GC,,경기 광주시 곤지암읍 오향리 156-1,031-799-6000,https://www.logebiengc.com/,"참고 요금 평일 150,000원~180,000원 / 주말 170,000원~210,000원",150000,210000,reservation_reference,8,93,https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EC%A0%9C%EB%B9%84%EC%95%99GC,medium,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,로제비앙(P),경기남부 > 광주,150000,180000,170000,210000,150000,210000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=208&roundDay=2026-07-05&entry_path=SC,2026-06-26T14:29:57.367Z,teescanner
gc-14e8979016a9,곤지암GC,,경기도 광주시 도척면 도척윗로 280,031-760-3556,https://www.konjiamgolfclub.co.kr/index.dev,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A4%EC%A7%80%EC%95%94GC,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:33:55.412Z,teescanner
gc-f28133275bb9,중부컨트리클럽,,경기도 광주시 곤지암읍 경충대로 451,031-762-6588,https://hansol4222.tistory.com/1,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%A4%91%EB%B6%80C.C,medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:37:50.738Z,teescanner
gc-3c54aee76615,뉴서울컨트리클럽,,경기도 광주시 삼지곡길 95(삼동),031-762-5672,https://www.newseoulgolf.co.kr,,,,unknown,1.9,89,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%84%9C%EC%9A%B8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:41:48.475Z,teescanner
gc-3e570fca0614,캐슬렉스골프클럽,,경기도 하남시 감이로 317(감이동),064-793-6688,http://www.castlexseoul.com,"참고 요금 평일 110,000원~120,000원 / 주말 145,000원",110000,145000,reservation_reference,3.5,91,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%90%EC%8A%AC%EB%A0%89%EC%8A%A4%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,캐슬렉스,제주 제주 > 서귀포,110000,120000,145000,145000,110000,145000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=60&roundDay=2026-07-05&entry_path=SC,2026-06-26T14:47:12.797Z,teescanner
gc-9944c1872c71,안양컨트리클럽,,경기도 군포시 군포로364(부곡동),031-460-3301,https://www.benestgolf.com,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%88%EC%96%91%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:51:11.544Z,teescanner
gc-9bb0cbe01084,송추 컨트리클럽,,경기도 양주시 광적면 쇠장이길 435,031-871-9410,http://www.songchoo.co.kr/,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%86%A1%EC%B6%94%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:55:10.097Z,teescanner
gc-82563fee9804,에이치원 클럽,,경기도 이천시 호법면 장자터로 115,031-640-8114,http://www.h1club.co.kr,"네이버 예약: 280,000원; 290,000원; 310,000원",280000,310000,reservation_price,3.5,91,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EC%9D%B4%EC%B9%98%EC%9B%90%20%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T14:58:43.647Z,teescanner
gc-eb40a22304aa,뉴스프링빌골프장,,경기도 이천시 모가면 사실로 527번길 158,031-630-7500,http://www.newspringvillecc.co.kr/,"참고 요금 평일 160,000원~170,000원 / 주말 180,000원~270,000원",160000,270000,reservation_reference,1.7,89,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%8A%A4%ED%94%84%EB%A7%81%EB%B9%8C%EA%B3%A8%ED%94%84%EC%9E%A5,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,뉴스프링빌,경기남부 > 이천,160000,170000,180000,270000,160000,270000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=273&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:03:39.515Z,teescanner
gc-b046571c4182,더반 골프클럽,더반GC,경기도 이천시 대월면 대월로 627-141,031-645-6100,http://www.theban.co.kr/,,,,unknown,5.5,92,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EB%B0%98%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T15:07:33.213Z,teescanner
gc-085e92730123,웰링턴컨트리클럽,,경기도 이천시 모가면 사실로 725번길 119-73,031-645-1800,https://youtu.be/hoLzH1revMg?si=ABzG-AaOjwdkjD6R,,,,unknown,2.6,90,https://search.naver.com/search.naver?where=nexearch&query=%EC%9B%B0%EB%A7%81%ED%84%B4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T15:11:31.748Z,teescanner
gc-d76bd69feda5,더크로스비골프클럽,,경기도 이천시 호법면 중부대로798번길 177,031-730-8600,http://www.thecrosbygc.co.kr,"참고 요금 평일 137,000원~167,000원 / 주말 177,000원~247,000원",137000,247000,reservation_reference,3.8,91,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B9%84%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,더크로스비(P),경기남부 > 이천,137000,167000,177000,247000,137000,247000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114051&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:16:33.236Z,teescanner
gc-152613ee89f3,골프클럽Q,,경기도 안성시 죽산면 장계길 20-229,031-8046-7000,http://www.golfclubq.com,"참고 요금 평일 90,000원~140,000원 / 주말 130,000원~210,000원",90000,210000,reservation_reference,8.9,94,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BDQ,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,골프클럽Q(P),경기남부 > 안성,90000,140000,130000,210000,90000,210000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=302&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:21:56.757Z,teescanner
gc-0151ec2b5b3a,마에스트로 CC,,경기도 안성시 양성면 안성맞춤대로 2134-36,031-8046-1000,http://www.maestrocc.co.kr/,"참고 요금 평일 140,000원~150,000원 / 주말 160,000원",140000,160000,reservation_reference,8.8,94,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%97%90%EC%8A%A4%ED%8A%B8%EB%A1%9C%20CC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,마에스트로(P),경기남부 > 안성,140000,150000,160000,160000,140000,160000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=232&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:26:47.843Z,teescanner
gc-2c8ffe1e182d,신안컨트리클럽,,경기도 안성시 고삼면 개울말길 149,031-8046-0777,https://www.shinangolf.com/,"참고 요금 평일 90,000원 / 주말 70,000원~140,000원",70000,140000,reservation_reference,5.4,92,https://search.naver.com/search.naver?where=nexearch&query=%EC%8B%A0%EC%95%88%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,신안(M),경기남부 > 안성,90000,90000,70000,140000,70000,140000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=165&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:31:53.688Z,teescanner
gc-a026faeee8ac,윈체스트 골프클럽 대중,,경기도 안성시 서운면 오촌길 97-31,031-671-7909,https://pf.kakao.com/_xhyTxgn,,,,unknown,,,https://search.naver.com/search.naver?where=nexearch&query=%EC%9C%88%EC%B2%B4%EC%8A%A4%ED%8A%B8%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD%20%EB%8C%80%EC%A4%91%20%EB%84%A4%EC%9D%B4%EB%B2%84,medium,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T15:35:30.239Z,teescanner
gc-5062dbcbfa1c,포웰CC 안성,,경기도 안성시 양성면 약산길 67-6,031-612-6000,http://as.4wellcc.com/,"네이버 예약: 120,000원; 135,000원; 140,000원; 145,000원; 150,000원; 170,000원",120000,170000,reservation_price,8.7,94,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%9B%B0CC%20%EC%95%88%EC%84%B1,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T15:39:05.445Z,teescanner
gc-16fca0551d98,한림안성,,경기도 안성시 양성면 양성로 349-61,031-671-7153,http://www.hanlimgolf.co.kr/,"참고 요금 평일 60,000원~95,000원 / 주말 70,000원~150,000원",60000,150000,reservation_reference,9.8,96,https://search.naver.com/search.naver?where=nexearch&query=%ED%95%9C%EB%A6%BC%EC%95%88%EC%84%B1,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,한림안성(P),경기남부 > 안성,60000,95000,70000,150000,60000,150000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114062&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:44:22.518Z,teescanner
gc-5495f8d48bf7,에덴블루 컨트리클럽,,경기도 안성시 죽산면 녹배길 175,031-678-7000,http://www.edenblue.co.kr/,"참고 요금 평일 89,900원~129,900원 / 주말 120,000원~200,000원",89900,200000,reservation_reference,9.4,95,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%90%EB%8D%B4%EB%B8%94%EB%A3%A8%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,에덴블루(P),경기남부 > 안성권,89900,129900,120000,200000,89900,200000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=138&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:49:56.786Z,teescanner
gc-1f3e33adbac2,이글몬트CC,,경기도 안성시 보개면 보삼로 106,031-288-0900,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=64,"참고 요금 평일 100,000원~135,000원 / 주말 150,000원~200,000원",100000,200000,reservation_reference,8.7,94,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EA%B8%80%EB%AA%AC%ED%8A%B8CC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,이글몬트(P),경기남부 > 안성,100000,135000,150000,200000,100000,200000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114312&roundDay=2026-07-05&entry_path=SC,2026-06-26T15:55:05.481Z,teescanner
gc-b46ed64b80b6,필로스 골프클럽,,경기도 포천시 일동면 운악청계로 1507,031-539-8900,http://www.philosgc.com/,"참고 요금 평일 120,000원~140,000원 / 주말 130,000원~160,000원",120000,160000,reservation_reference,7.5,93,https://search.naver.com/search.naver?where=nexearch&query=%ED%95%84%EB%A1%9C%EC%8A%A4%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,필로스(P),경기북부 > 포천,120000,140000,130000,160000,120000,160000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=25&roundDay=2026-07-05&entry_path=SC,2026-06-26T16:00:26.732Z,teescanner
gc-02352ab50684,일동레이크 골프클럽,,경기도 포천시 일동면 화동로 738,031-539-5900,http://www.ildonglakes.co.kr/,,,,unknown,5,92,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%BC%EB%8F%99%EB%A0%88%EC%9D%B4%ED%81%AC%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T16:04:22.870Z,teescanner
gc-f2158c0fa417,푸른솔 골프클럽 포천,,경기도 포천시 가산면 금우로276,031-850-3000,https://www.purunsol.co.kr/,,,,unknown,9.5,95,https://search.naver.com/search.naver?where=nexearch&query=%ED%91%B8%EB%A5%B8%EC%86%94%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD%20%ED%8F%AC%EC%B2%9C,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-26T16:07:57.938Z,teescanner
gc-564e2ae6067a,포천힐스 컨트리클럽,,경기도 포천시 군내면 반월산성로 375번길 34,031-538-7000,http://www.fortunehills.co.kr/,"참고 요금 평일 150,000원 / 주말 140,000원~240,000원",140000,240000,reservation_reference,8.6,94,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EC%B2%9C%ED%9E%90%EC%8A%A4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,포천힐스(P),경기북부 > 포천,150000,150000,140000,240000,140000,240000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=369&roundDay=2026-07-05&entry_path=SC,2026-06-26T16:13:18.158Z,teescanner
gc-b7fd5ee009ca,포레스트힐 컨트리클럽,,경기도 포천시 화현면 봉화로 253,031-530-8000,http://www.foresthill.kr/,"참고 요금 평일 39,000원~97,500원 / 주말 72,000원~157,500원",39000,157500,reservation_reference,9.3,94,https://search.naver.com/search.naver?where=nexearch&query=%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%ED%9E%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,포레스트힐(P),경기북부 > 포천,39000,97500,72000,157500,39000,157500,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=368&roundDay=2026-07-05&entry_path=SC,2026-06-26T16:18:44.729Z,teescanner
gc-7c76a7546834,샴발라 컨트리클럽,,경기도 포천시 군내면 청군로 2856-93,031-535-5045,http://www.shambhalacc.co.kr,"참고 요금 평일 100,000원 / 주말 150,000원~160,000원",100000,160000,reservation_reference,9.4,94,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%B4%EB%B0%9C%EB%9D%BC%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,샴발라(P),경기북부 > 포천,100000,100000,150000,160000,100000,160000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114050&roundDay=2026-07-05&entry_path=SC,2026-06-27T00:50:21.246Z,teescanner
gc-81ecacc0ae41,라싸 골프클럽,라싸GC,경기도 포천시 이동면 제비울2길 161,031-538-0600,http://www.lassagc.com,"참고 요금 평일 98,100원~116,100원 / 주말 116,100원~197,100원",98100,197100,reservation_reference,9.8,95,https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EC%8B%B8%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,라싸(P),경기북부 > 포천,98100,116100,116100,197100,98100,197100,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=114049&roundDay=2026-07-05&entry_path=SC,2026-06-27T00:54:06.868Z,teescanner
gc-7ef394db717b,힐마루 골프앤리조트 포천,힐마루 골프앤리조트 포천,경기도 포천시 영중면 금화봉 4길 77-1,1899-5800,https://pocheon.hillmaru.com/,,,,unknown,6.7,92,https://search.naver.com/search.naver?where=nexearch&query=%ED%9E%90%EB%A7%88%EB%A3%A8%20%EA%B3%A8%ED%94%84%EC%95%A4%EB%A6%AC%EC%A1%B0%ED%8A%B8%20%ED%8F%AC%EC%B2%9C,high,y,,,,,,,,,,0,1,1,0,,manual_review,,2026-06-27T00:57:30.290Z,teescanner
gc-5ca66aa29c0b,양평TPC GC,,경기도 양평군 지평면 대평평장길 113-8,031-772-3000,http://www.tpcgolf.co.kr/,"참고 요금 평일 100,000원~120,000원 / 주말 130,000원~190,000원",100000,190000,reservation_reference,6.8,92,https://search.naver.com/search.naver?where=nexearch&query=%EC%96%91%ED%8F%89TPC%20GC,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,양평TPC(P),경기북부 > 양평,100000,120000,130000,190000,100000,190000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=140&roundDay=2026-07-05&entry_path=SC,2026-06-27T01:02:01.846Z,teescanner
gc-88f7a6754606,YJC골프클럽,,경기도 여주시 월평로 78,031-883-7000,http://www.yeojuclassic.co.kr/,"네이버 예약: 240,000원; 250,000원; 270,000원",240000,270000,reservation_price,2.3,90,https://search.naver.com/search.naver?where=nexearch&query=YJC%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,y,,YJC골프클럽(구,경기남부 > 여주,,,,,,,0,1,1,0,,manual_review,,2026-06-27T01:05:56.096Z,teescanner
gc-7e1dadf46eaa,소피아그린,,경기도 여주시 점동면 소피아그린길 84,031-887-8100,http://www.sophiagreen.co.kr/,"참고 요금 평일 120,000원~150,000원 / 주말 150,000원~220,000원",120000,220000,reservation_reference,5.1,92,https://search.naver.com/search.naver?where=nexearch&query=%EC%86%8C%ED%94%BC%EC%95%84%EA%B7%B8%EB%A6%B0,high,y,네이버 예약/홈페이지 참고 요금으로 보강함. 날짜/시간/예약 조건에 따라 요금이 달라질 수 있음. manual_review 또는 partial_day_slots인 경우 검토 필요.,소피아그린(P),경기남부 > 여주,120000,150000,150000,220000,120000,220000,2,0,2,0,complete_day_slots | loaded_slots,manual_review,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=181&roundDay=2026-07-05&entry_path=SC,2026-06-27T01:11:48.158Z,teescanner
